FID,APA Tier Type,GLHER Primary Ref,GLHER Resource ID,area_type,Description,Shape__Area,Shape__Length
98,Archaeological Priority Area - Tier II,76945,5f263962-c613-45b3-8ee1-794c6c289460, ,Tower Hamlets APA 2.6: The Highway  Summary and Definition  	The Highway APA covers the extent of the historic routeway and river terrace edge corridor now followed by the Highway that is not already included in APAs for the historic settlements along it,203282.597175598,3278.65320369985
99,Archaeological Priority Area - Tier III,76887,59724b0f-d245-486f-b2e4-1bee2e68530e, ,"22.1	This Archaeological Priority Area captures a large number of deneholes and a post-medieval tile kiln.   22.2	Although there have been a number of substantial prehistoric finds from the vicinity of the APA, particularly within Joyden’s Wood, to the",253204.121368408,3002.13894870722
100,Archaeological Priority Area - Tier II,76957,606c1e61-3fc0-41ba-bfa0-aa21ae48f838, ,"Summary and Definition  The Archaeological Priority Area covers the former area of the Sadler’s Wells and New Tunbridge Wells, situated originally either side of the New River and adjacent to New River Head (APA X), just to the south of Islington Villa",3586.01796722412,303.280281771145
101,Archaeological Priority Area - Tier II,76957,606c1e61-3fc0-41ba-bfa0-aa21ae48f838, ,"Summary and Definition  The Archaeological Priority Area covers the former area of the Sadler’s Wells and New Tunbridge Wells, situated originally either side of the New River and adjacent to New River Head (APA X), just to the south of Islington Villa",12829.8572845459,511.459922851616
102,Archaeological Priority Area,77013,6609b8fd-1de6-442c-bdbe-8af2a6dcd91d, ,"The site of a 15th century roadside inn located along the road originally built by the Romans.  Since demolition, only buried evidence is likely to survive.",62634.7703781128,1593.45670209133
103,Archaeological Priority Area,76362,1f988507-50bc-4e44-a2d4-e85348ffe755, ," p There are more Roman finds in Hendon than any other period. There is a collection of Roman pottery, broken cinerary urns, mortaria water bottles, bricks, millstones, suggesting a villa was located at Hendon Grove. There is a lack of evidence in the He",243706.241119385,3152.20608954052
104,Archaeological Priority Area,76362,1f988507-50bc-4e44-a2d4-e85348ffe755, ," p There are more Roman finds in Hendon than any other period. There is a collection of Roman pottery, broken cinerary urns, mortaria water bottles, bricks, millstones, suggesting a villa was located at Hendon Grove. There is a lack of evidence in the He",48492.2137069702,990.007927000025
105,Archaeological Priority Area,76362,1f988507-50bc-4e44-a2d4-e85348ffe755, ," p There are more Roman finds in Hendon than any other period. There is a collection of Roman pottery, broken cinerary urns, mortaria water bottles, bricks, millstones, suggesting a villa was located at Hendon Grove. There is a lack of evidence in the He",37223.1681289673,831.887335182107
106,Archaeological Priority Area,76362,1f988507-50bc-4e44-a2d4-e85348ffe755, ," p There are more Roman finds in Hendon than any other period. There is a collection of Roman pottery, broken cinerary urns, mortaria water bottles, bricks, millstones, suggesting a villa was located at Hendon Grove. There is a lack of evidence in the He",116219.972869873,2048.38885074866
107,Archaeological Priority Area,76362,1f988507-50bc-4e44-a2d4-e85348ffe755, ," p There are more Roman finds in Hendon than any other period. There is a collection of Roman pottery, broken cinerary urns, mortaria water bottles, bricks, millstones, suggesting a villa was located at Hendon Grove. There is a lack of evidence in the He",88840.1065063477,3107.81478131073
108,Archaeological Priority Area - Tier II,76991,6406b9bc-4307-498a-93be-e398b5cf0892, ,"Summary and Definition  The Stratford Archaeological Priority Area covers the site of the historic settlement of Stratford.  It is classified as Tier 2 because it is an area of historic settlement, parts of which are covered by conservation areas and it",543600.875778198,3153.3606549439
109,Archaeological Priority Area - Tier III,77075,6c375a0b-9ac2-4095-9d85-c63b8bb1a447, ," p Summary and Definition /p 

 p Fairlop Plain (Collier Row Road) Archaeological Priority Area covers an area of undeveloped land north of Billet Road and Collier Row Road to the borough boundary with Redbridge. The APA has been categorised as a Tier 3",529519.754013062,4028.60964368231
110,Archaeological Priority Area,78130,dad0c537-1135-4869-9189-8bc3494f2114, ,Medieval - Early Post Medieval moated manor site.,75378.078414917,1301.49494816968
111,Archaeological Priority Area,78298,ed763823-e643-4b22-b149-808bf8022a10, ,A riverside village with Saxon origins.,110878.854759216,1689.61130221642
112,Archaeological Priority Area,77126,727125e2-5ce1-40d6-97f3-6c4a72235783, ," p There is an eroded bank and external ditch around a piece of higher ground at Hadley Wood, which is probably prehistoric. There is no definite dating evidence, but is suggested to be from the Iron Age. Prehistoric burnt mounds have been identified in",122557.001922607,1485.29105581056
113,Archaeological Priority Area - Tier II,76754,4b4b2a1e-0642-4c3a-b762-a6bd6b37deaa, ,"Hackney APA 2.2 Hackney Settlements  Summary and Definition   This Archaeological Priority Area covers the historic settlements of Hackney, Clapton, Homerton and Dalston. The APA has been classified as Tier 2, as it has the potential to contain early med",741114.415657043,9473.39501819543
114,Archaeological Priority Area - Tier II,76754,4b4b2a1e-0642-4c3a-b762-a6bd6b37deaa, ,"Hackney APA 2.2 Hackney Settlements  Summary and Definition   This Archaeological Priority Area covers the historic settlements of Hackney, Clapton, Homerton and Dalston. The APA has been classified as Tier 2, as it has the potential to contain early med",25236.7473831177,864.83708325994
115,Archaeological Priority Area,77400,8ecb69fe-79d5-48f6-ab9c-5b9c0d0c376c, ,"The existing mansion was built in 1696 on what is probably the site of one of Carshalton's early manor houses.  Some evidence of earlier buildings has been found during the construction of classrooms for St. Philomena's School, which now occupies the hou",111281.132789612,1376.26487430517
116,Archaeological Priority Area - Tier II,76439,288e7540-8468-4689-b180-4a5f00f90998, ,"Summary and Definition   7.20.1 The Archaeological Priority Area covers the site of the Cranley Hoard, a Roman coin hoard  found in the gardens of 104 Cranley Gardens, to the south of Muswell Hill.    7.20.2 The APA has",9359.95503234863,424.820166715571
117,Archaeological Priority Area - Tier I,77676,add2db52-647f-4b00-8448-6b5bcf68ba0a, ,Tower Hamlets APA 1.6: Mile End Jewish Cemeteries  Summary and Definition  This APA covers five post medieval burial grounds in Tower Hamlets used by East London Jewish communities from the mid-17th to the early 20th century.  They are unique as a repres,4126.57585144043,310.499997123692
118,Archaeological Priority Area - Tier I,77676,add2db52-647f-4b00-8448-6b5bcf68ba0a, ,Tower Hamlets APA 1.6: Mile End Jewish Cemeteries  Summary and Definition  This APA covers five post medieval burial grounds in Tower Hamlets used by East London Jewish communities from the mid-17th to the early 20th century.  They are unique as a repres,6899.08826446533,581.537497656828
119,Archaeological Priority Area - Tier I,77676,add2db52-647f-4b00-8448-6b5bcf68ba0a, ,Tower Hamlets APA 1.6: Mile End Jewish Cemeteries  Summary and Definition  This APA covers five post medieval burial grounds in Tower Hamlets used by East London Jewish communities from the mid-17th to the early 20th century.  They are unique as a repres,1805.49961853027,190.37832851131
120,Archaeological Priority Area - Tier I,77676,add2db52-647f-4b00-8448-6b5bcf68ba0a, ,Tower Hamlets APA 1.6: Mile End Jewish Cemeteries  Summary and Definition  This APA covers five post medieval burial grounds in Tower Hamlets used by East London Jewish communities from the mid-17th to the early 20th century.  They are unique as a repres,11214.8840332031,529.567654285546
121,Archaeological Priority Area,78040,d22efb74-f018-4730-94d9-0cac15f47fd8, ,"The name is derived from the sign of the Golden Cross carried by a well-known medieval coaching house on Watling Street.  Recent excavation on New Cross Road has also revealed that sometime after purchasing the manor estate in 1614, the Haberdashers Comp",41135.45287323,1208.0915178154
122,Archaeological Priority Area,78040,d22efb74-f018-4730-94d9-0cac15f47fd8, ,"The name is derived from the sign of the Golden Cross carried by a well-known medieval coaching house on Watling Street.  Recent excavation on New Cross Road has also revealed that sometime after purchasing the manor estate in 1614, the Haberdashers Comp",67951.7661819458,1789.37106826924
123,Archaeological Priority Area,78197,e2d18755-ba14-4fc9-9b6d-f79559a7b486, ,"The most significant discoveries at Uxbridge relate to the site at Three Ways Wharf which recovered five in situ lithic and faunal scatters which provide evidence of Palaeolithic to Mesolithic occupation including a kill site, lithic working site and occ",375952.170089722,3206.59550243666
124,Archaeological Priority Area - Tier II,77365,8ae15373-3480-4988-9543-27b437b39649, ,Tower Hamlets APA 2.12: Spitalfields and Brick Lane  Summary and Definition  	The APA extends north from Wentworth Street to Sclater Street and is fringed by the boundary with the City and Hackney in the west and the rear of the properties fronting Brick,381066.698524475,3327.1602214467
125,Archaeological Priority Area,77982,ccf6cbc0-559e-4b52-8d87-829fa7eecbc5, ,"Recommendation  Extend the defined area to include 29 and 31 Spekehill to capture former area of pond associated with farmhouse., The area of Greenwich borough on the east side of Mottingham Road in the angle created with William Barefoot Drive and as fa",10428.1243667603,441.648006473851
126,Archaeological Priority Area - Tier I,77598,a4a5c42c-3ac7-4092-a098-e43f35ac83f4, ,Summary and Definition  The Archaeological Priority Area is situated to the west of Lion Green Road.  A large part of the APA is currently occupied by a car park next to Sovereign House where a number of Anglo-Saxon burials were found during excavations,35538.8786468506,790.451543113904
127,Archaeological Priority Area - Tier II,77633,aae1b598-9cfc-4786-939f-06988ab47140, ,Summary and Definition  The Archaeological Priority Area covers a residential area of Woodford that is bounded to the north by Chelmsford Road and to the west by Malmesbury Road. The APA is classified as Tier 2 because it covers the site of the medieval,35089.2529296875,864.528280137298
128,Archaeological Priority Area,78393,f7f7637f-e49e-4038-90f7-85553079852f, ,"Sipson lies between Harmondsworth and Harlington and shares a similar history to them. GLHER records, aerial photography, and Ordnance Survey mapping show that it has also been heavily impacted by quarrying, though the village itself has not been affecte",187094.879631042,2491.19058783356
129,Archaeological Priority Area - Tier II,78324,f096dd0c-cf9f-4014-934a-251a1f1c012f, ,Summary and definition  The  Archaeological  Priority  Area  covers  nine  post-medieval  burial  grounds  and  cemeteries within London Borough of Bromley. The APA has been classed as Tier 2 as  it contains 18th-and 19th-ce,4429.41619873047,310.108090717283
130,Archaeological Priority Area,77902,c4c4092c-4105-4573-ae15-a08af432b890, ,Medieval - Post Medieval house and settlement site,123310.983581543,1781.91445279195
131,Archaeological Priority Area - Tier II,76641,3d7c3e35-dadf-4466-890f-5d88bf6f5aaa, ,Summary and Definition    7.21.1 The Archaeological Priority Area covers the Grade II listed building Alexandra Palace and the  associated Grade II registered park and garden.    7.21.2 The APA has been included at Tier 2 ,785343.042831421,5230.34806739717
132,Archaeological Priority Area - Tier II,209735,0a244af8-a2d8-44f9-a3be-ecc68dae0497, ," p  strong Summary and Definition /strong  /p 

 p The APA covers the historic riverside settlement of Mortlake between Chiswick Bridge to the West and Barnes Bridge to the East. The northern perimeter of the APA covers the riverside area up to the Houns",543739.608261108,3790.89335849595
